,J2,GSE
0,50.0,-751.0820131317502
1,25.0,-377.5063523196108
2,16.666666666666668,-253.00155529447488
3,12.5,-190.76422465344015
4,10.0,-153.43368257815536
5,8.333333333333332,-128.55637155980824
6,7.142857142857143,-110.79505448164961
7,6.25,-97.48111462173968
8,5.555555555555555,-87.13198897191207
9,5.0,-78.85814155226478
10,4.545454545454546,-72.0935058156226
11,4.166666666666667,-66.46070584018902
12,3.846153846153846,-61.698483117447644
13,3.571428571428571,-57.62022613838272
14,3.333333333333333,-54.089088139484154
15,3.125,-51.00243568929714
16,2.941176470588235,-48.281786005353034
17,2.7777777777777772,-45.86609849585307
18,2.6315789473684212,-43.70718475970549
19,2.5,-41.76649558509041
20,2.380952380952381,-40.012825947629224
21,2.272727272727273,-38.42064591794848
22,2.1739130434782608,-36.96886698503992
23,2.083333333333333,-35.63991679970339
24,2.0,-34.419035981007156
25,1.923076923076923,-33.29373720012919
26,1.8518518518518516,-32.25338447023229
27,1.7857142857142856,-31.28886259144146
28,1.7241379310344827,-30.392314989939333
29,1.6666666666666667,-29.55693399316483
30,1.6129032258064517,-28.776791701342614
31,1.5625,-28.046702575565995
32,1.5151515151515151,-27.3621110153875
33,1.4705882352941175,-26.718998781770917
34,1.4285714285714284,-26.113808297138057
35,1.3888888888888886,-25.543378736163003
36,1.3513513513513513,-25.004892488378697
37,1.3157894736842106,-24.4958300830145
38,1.282051282051282,-24.013932058309248
39,1.25,-23.557166561226612
40,1.2195121951219512,-23.123701700537882
41,1.1904761904761905,-22.711881862502874
42,1.1627906976744187,-22.3202073456812
43,1.1363636363636365,-21.947316788603725
44,1.1111111111111112,-21.59197195781859
45,1.0869565217391304,-21.253044539291285
46,1.0638297872340425,-20.92950463718537
47,1.0416666666666665,-20.620410733683908
48,1.0204081632653061,-20.3249009040667
49,1.0,-20.04218511454855
50,0.9803921568627451,-19.77153845783764
51,0.9615384615384615,-19.512295204109417
52,0.9433962264150942,-19.263843563997934
53,0.9259259259259258,-19.02562107598361
54,0.9090909090909091,-18.79711054376051
55,0.8928571428571428,-18.577836460234497
56,0.8771929824561403,-18.36736186407828
57,0.8620689655172413,-18.16528558251296
58,0.8474576271186441,-17.971239820386625
59,0.8333333333333334,-17.784888060809916
60,0.819672131147541,-17.60592324664936
61,0.8064516129032259,-17.434066215080076
62,0.7936507936507936,-17.269064359102693
63,0.78125,-17.11069049031225
64,0.7692307692307692,-16.958741876080712
65,0.7575757575757576,-16.81303942142316
66,0.7462686567164178,-16.673426960853412
67,0.7352941176470588,-16.539770618166127
68,0.7246376811594202,-16.411958182016633
69,0.7142857142857142,-16.28989843226012
70,0.704225352112676,-16.173520336431366
71,0.6944444444444444,-16.062772018245465
72,0.684931506849315,-15.957619382251849
73,0.6756756756756757,-15.858044263771996
74,0.6666666666666666,-15.76404196568631
75,0.6578947368421053,-15.675618050025427
76,0.6493506493506493,-15.592784280634062
77,0.641025641025641,-15.515553671502577
78,0.6329113924050632,-15.443934689356151
79,0.625,-15.377924788178824
80,0.6172839506172839,-15.317503606525298
81,0.6097560975609756,-15.290528635799344
82,0.6024096385542168,-15.26649790918378
83,0.5952380952380952,-15.243691084155888
84,0.5882352941176471,-15.222038886446327
85,0.5813953488372093,-15.20147649703884
86,0.5747126436781609,-15.181943231343094
87,0.5681818181818182,-15.16338224386044
88,0.5617977528089888,-15.145740256134562
89,0.5555555555555556,-15.128967305984059
90,0.5494505494505494,-15.113016516199773
91,0.5434782608695652,-15.097843881057328
92,0.5376344086021505,-15.083408069146332
93,0.5319148936170213,-15.069670241153673
94,0.5263157894736842,-15.056593881362556
95,0.5208333333333333,-15.044144641738391
96,0.5154639175257733,-15.032290197575373
97,0.5102040816326531,-15.021000113766288
98,0.5050505050505051,-15.010245720841864
99,0.5,-15.000000000000004
