,J2,GSE
0,50.0,-800.0067003000477
1,25.0,-400.0134690978439
2,16.666666666666668,-266.6869749785687
3,12.5,-200.02721996191673
4,10.0,-160.03420617559698
5,8.333333333333332,-133.37460252938064
6,7.142857142857143,-114.3341256754556
7,6.25,-100.05563525513784
8,5.555555555555555,-88.95183232090068
9,5.0,-80.07033871155541
10,4.545454545454546,-72.80509677460697
11,4.166666666666667,-66.75206923383666
12,3.846153846153846,-61.63153912451387
13,3.571428571428571,-57.243709763033635
14,3.333333333333333,-53.44206473554919
15,3.125,-50.11671789796359
16,2.941176470588235,-47.183639853892785
17,2.7777777777777772,-44.577475614349254
18,2.6315789473684212,-42.24663037298953
19,2.5,-40.14982955731556
20,2.380952380952381,-38.25366173140865
21,2.272727272727273,-36.53079162567202
22,2.1739130434782608,-34.9586393429192
23,2.083333333333333,-33.51838977382834
24,2.0,-32.19423976434807
25,1.923076923076923,-30.972819026233104
26,1.8518518518518516,-29.84273974762561
27,1.7857142857142856,-28.79424273023415
28,1.7241379310344827,-27.81891675529488
29,1.6666666666666667,-26.909474093474817
30,1.6129032258064517,-26.059569483110113
31,1.5625,-25.26365307034685
32,1.5151515151515151,-24.516850109637325
33,1.4705882352941175,-23.8148619178653
34,1.4285714285714284,-23.15388383441692
35,1.3888888888888886,-22.53053688384983
36,1.3513513513513513,-21.9418105525095
37,1.3157894736842106,-21.385014635908785
38,1.282051282051282,-20.8577385333532
39,1.25,-20.357816691600522
40,1.2195121951219512,-19.88329915330129
41,1.1904761904761905,-19.432426365584817
42,1.1627906976744187,-19.003607562048984
43,1.1363636363636365,-18.595402157074556
44,1.1111111111111112,-18.206503691952072
45,1.0869565217391304,-17.835725953222152
46,1.0638297872340425,-17.481990949025203
47,1.0416666666666665,-17.144318482308954
48,1.0204081632653061,-16.821817102881653
49,1.0,-16.513676255378318
50,0.9803921568627451,-16.219159468625563
51,0.9615384615384615,-15.937598454677532
52,0.9433962264150942,-15.66838800366861
53,0.9259259259259258,-15.410981574044026
54,0.9090909090909091,-15.164887486898028
55,0.8928571428571428,-14.929665638075134
56,0.8771929824561403,-14.704924642185201
57,0.8620689655172413,-14.490319318424953
58,0.8474576271186441,-14.285548418706053
59,0.8333333333333334,-14.090352483773364
60,0.819672131147541,-13.904511692810779
61,0.8064516129032259,-13.727843547254448
62,0.7936507936507936,-13.560200202224532
63,0.78125,-13.401465233188858
64,0.7692307692307692,-13.25154960796086
65,0.7575757575757576,-13.110386634949718
66,0.7462686567164178,-12.991127357742117
67,0.7352941176470588,-12.940737243626192
68,0.7246376811594202,-12.89235048940503
69,0.7142857142857142,-12.845861273404369
70,0.704225352112676,-12.801170471827414
71,0.6944444444444444,-12.758185177087045
72,0.684931506849315,-12.716818254415703
73,0.6756756756756757,-12.676987933416486
74,0.6666666666666666,-12.638617431542615
75,0.6578947368421053,-12.60163460677981
76,0.6493506493506493,-12.565971637062418
77,0.641025641025641,-12.53156472418288
78,0.6329113924050632,-12.498353820159293
79,0.625,-12.466282374209568
80,0.6172839506172839,-12.43529709864656
81,0.6097560975609756,-12.405347752157402
82,0.6024096385542168,-12.376386939065238
83,0.5952380952380952,-12.348369923293118
84,0.5882352941176471,-12.32125445586035
85,0.5813953488372093,-12.295000614841362
86,0.5747126436781609,-12.269570656808169
87,0.5681818181818182,-12.244928878859856
88,0.5617977528089888,-12.221041490417575
89,0.5555555555555556,-12.197876494032066
90,0.5494505494505494,-12.17540357451268
91,0.5434782608695652,-12.153593995743952
92,0.5376344086021505,-12.132420504607389
93,0.5319148936170213,-12.111857241473578
94,0.5263157894736842,-12.09187965677288
95,0.5208333333333333,-12.072464433192518
96,0.5154639175257733,-12.05358941308403
97,0.5102040816326531,-12.035233530698113
98,0.5050505050505051,-12.01737674889423
99,0.5,-12.0
